sku,a,b,c
86840ecac5f42a63a30fdea813351a72,33.0,3.0,12.0
ba50e559488bfdfac475b872ccf9f95a,15.55,10.0,10.7
488533991071590bc80c20e1e4390f45,6.0,2.0,9.0
9a76e89ece884f22105a1b7211026642,4.3,6.7,16.1
590e6e27b7323e412b87ff8d92da2b33,8.0,3.0,4.0
26b05a56aee6f6ae6defa9ceac0aa437,4.3,6.7,16.4
87e352b2e9df0ce1dece6176498f0094,8.0,10.0,11.0
6276de9b34da48b08d7b283f16bbff84,6.0,4.0,16.0
6426e33f353e45852c9e7fc98bd32de0,6.0,4.0,16.0
3e03d3c3f41f024a8caf4353a0d45298,10.0,3.0,5.0
d494bcb23bbde1e5776d45bfdf72d342,16.0,7.0,15.0
c8fcc99b0a006c050065cb25fd97dcef,6.0,2.0,10.0
08cce002e59ccad3e84b06a90a568924,8.0,6.0,15.0
f4c57c3caf62eac1f55d0dab89c7f382,6.0,2.0,10.0
e6696a71072484c179be212711600590,16.0,4.0,7.0
33d740409e48b425829a7b8be7acb362,5.0,2.0,10.0
8d1571dbe24a4c758af26d60c64bfed8,15.0,3.0,5.0
1094cb84aec3812d09ad9e3753d79217,8.0,19.0,7.0
80c3d9ee96efc4a517f319445effb2d6,7.0,7.0,20.0
77c4ad2d03c6198b58b7be573a46c7eb,3.0,8.0,13.0
a1531a5949264380591ccf6faa968f6c,9.1,9.8,9.5
2968d99b1e0ae333aba652d8e86408e5,18.0,5.0,4.0
5d2d59ae8247730c41126236044d2538,22.0,2.0,6.0
dc2a5370c9492195d8b2a17686ed6de1,41.0,22.0,13.0
3c0ee0a77b4d3dc1be07173f6fecfebb,20.0,5.0,9.0
b266ccfcff1674f798920c1f535ae125,9.2,6.5,19.3
d56e8fa5acdbb4accc59dd0e395fa11e,17.0,7.0,9.0
8dc63226a1927bc7c5c5987bcf71cc95,20.0,20.0,20.0
8caf9907d389a84af7024d242e7f1c85,6.0,6.0,5.0
795736de647cd4f8b142a1db775b26bb,10.0,10.0,10.0
c59db7aeaecbccce6716d0e8d529fe60,6.0,13.0,6.0
d4b6be62a8b0ea434883251761538c1e,6.5,25.6,9.7
928e9303e2ee322d185791ad67a6423c,11.0,3.0,20.0
10454d88e53d2eb99e7e108ef99a3160,44.7,5.3,35.3
40a1357a92974977c73b38516b9a716a,76.0,36.0,66.0
335ac899699f414c0d5abd1bf6c0dd3f,31.5,3.7,3.7
c754ae0a403a27a554b88b013517ce65,10.0,6.0,10.0
08adf7e2f84df999f01371570f4972b9,4.5,7.5,4.5
57e3670641ef336884d759336491f221,9.0,17.5,4.9
ceb43ba5277d96eef5e5ede44b58685d,5.0,7.0,5.0
d93a8d123c387dd3532789327e23457f,5.0,23.0,5.0
2985764eea50ee4e9c1fc899a8d9989e,4.0,6.0,18.0
3d1e573c3504c0823cc96b7bf8b5d667,27.5,3.5,3.5
0090679a3e09ef4667b6dd9b826de37b,13.0,7.0,23.0
288efe1824f0dac6c3351e01f47bdec8,17.3,10.0,17.0
e5e1153a98964210608c4198258333eb,16.5,10.1,10.6
7b2157ab83a007133e922cfa7b42d5c1,8.5,5.0,12.6
444c0afef7e0592e0fad3f5af8cfe767,8.6,2.0,15.0
fc39d6b48ca2b1853900a5409847545a,16.0,8.0,16.0
d0199ef1b83f12d4634911094ef4270a,26.0,7.0,26.0
db6db1ce10a733c077b1a459a98c500d,4.9,19.2,5.0
15018213e9eb090dee57787772e1a126,18.0,5.0,5.0
8030fe69c1da99c0630551fb48af7544,11.6,5.0,5.0
ca1a885f31d28f6f4e4e4c1516d99595,4.0,11.0,4.0
573defe8c09dfe38f2db5673657c3816,12.5,9.5,7.2
cac6d4b4007c46108f1fb86fdcbc42c7,6.5,11.7,4.6
0f8fce67c35d1eadfd7697c1de65d5be,5.5,11.5,3.0
55e15784b61a04706003424e861ef6c2,5.9,3.6,11.1
a9991cec6b0876bf117b32eae90e00d4,5.0,1.0,20.0
6181be71f94e9e474f45be543ad22659,11.9,8.1,8.2
53e95c9b4c5bf4076de2f71a5a9cd77e,8.0,11.8,8.0
6e3928d12a0d1b4684b9d6e72e3c274c,8.5,12.4,8.4
2ffe3a61554aadb2c6f2091a2b1af168,14.0,1.0,10.0
1965336428d886cdbbf74f89a69cb3f3,12.3,6.9,21.2
1527f3f8a5c3ecc13c503aa0895d6c86,7.0,16.0,2.0
ace2606336d7fe4401d33a993546462f,7.0,16.0,1.0
f208cccfcaf682241dba9a6bacb902d4,15.0,4.0,15.0
c04f9eb4bf839cce12b1cec1b1a7eb77,14.0,4.5,9.5
41b52c677080d57323286530929281be,26.0,6.0,9.0
7ba2aa8af5f4b7663737ca15b704efd0,9.0,25.0,5.0
e1f58e89bf7206ef5b63e6a9235fe326,6.6,26.0,4.3
966b7105fad61a7722d1325648e79840,10.0,5.0,8.0
57120636d80b3f8adea45b149968c6d4,16.0,3.0,19.0
72316049f9f7a7b42d9af3331dfe9437,12.0,14.0,33.0
be0f4581b717b92e3b20716b174d3b77,25.3,27.0,10.4
f12def82348c98ee6059abee24bf6e88,31.0,11.0,14.0
0a539031441c6d4319af6e4ca4ac9427,10.0,26.0,27.0
48b611a203eab670e1a6d05d40e3ed48,27.0,10.0,25.0
2ad3cd4a8ac1d0b91856728b2cdedefc,29.0,10.0,23.0
9ee0e1b590e70f65262eb6281d028f95,13.4,1.1,23.2
8e88de9a9d48d5a3eb1b6f133e0b270a,30.0,5.0,2.0
0245b9ea6a02a479e9f159c08db20920,16.0,4.0,5.0
cd66791195ec8c3e569c34c2ddfb4bdc,70.9,5.9,5.8
c859844f714c7d8687e974055cc01676,10.7,5.4,11.2
9c4fba5e88f640e982c1048c8342269f,10.0,9.0,11.0
596d7c9e76ccb1e3dcf89a61b4dc4f10,10.0,5.2,10.0
fb694b09bd3c8b0ee199fae41020d8eb,10.0,11.0,9.0
9f840ca729fc4a92f7fb355fe4d2aa22,10.0,5.0,10.0
3315bb3eb8a0c49b5fa642adb3b58d29,7.2,3.3,7.7
243e7d86378b2abaa9053421c48a5088,8.0,10.0,8.0
06def6ae222aae326eb79bb21d966b84,10.6,4.6,9.7
c77bde1c9acbde91c4049cc2143cb932,10.0,5.0,10.0
a9a77e89e8a4113acd640ebba5284d26,10.0,5.0,10.0
dd425253090d33c2fca54d36164cd2e1,41.0,16.5,31.0
119d77668606c2ceabdd2f00c9176268,12.0,9.0,9.0
c21ca486a0e64cf5d320d264f97229da,12.0,6.0,10.0
8d225672b88d8fc6d41f77cc9e8e0c0d,10.0,6.0,15.0
e918d60ce00eed51ab6898503bd8f28b,4.0,10.0,10.0
9fe3df2867c6116f030067b568e8608c,9.5,5.0,9.5
0f5f18198e10274c1b63249d29a82a9b,11.0,6.0,11.0
001a5613dab9dc94122a99ee4b41f8f9,10.0,5.0,10.0
264f437e33b1683747abc830a0546ba1,9.0,8.0,12.0
29cdeab19ed2ede330ab0eda3c1cffd6,19.0,2.0,2.5
e34485bc52aeaa52a816d36a78add646,19.0,2.0,2.5
7f607969d9158a42b8c755abcf3a44da,18.0,4.6,14.6
81b5ff376c19c612b2bbc2169479f44b,4.0,19.5,4.5
aa568cc15864a7112584d9326c676058,7.0,16.0,7.0
0a2f0ba94cc21a2c1c8c88532c2f60a7,7.0,17.0,7.0
4926c4518289c19f37ff39c477c126db,15.3,6.0,30.4
14b1073bc061f1678a26eeeee52c8c19,10.5,6.2,9.3
db1eca65c92466995981ea442b490660,10.0,9.0,9.0
a24b13093f23858783d88a081992debb,7.0,9.0,7.0
04f21c0c6e55ab5eacbef9985c967699,10.0,9.0,9.0
adfbb306f6d951e472e12e89794681b7,8.0,8.5,8.0
ab04453091c4f6a5da82c5f5d46d4b80,10.0,12.0,9.0
0f48c39c7a348418331fd56b0476afc9,7.0,9.0,7.0
daf48a9d92e020c0c353299153662109,8.0,8.5,8.0
c3f5f713baebc2941cb2de3b5b3e3db9,7.0,9.0,7.0
4309188ee1aabd64e5517d3d34e37017,7.0,9.0,7.0
b2d275a709ff41c5db12016840a0dd25,7.0,10.5,7.0
a4c0d55b91bbf9e4ed96d95885dacb86,7.0,9.0,7.0
914c40a233999e0fda99d892c85d9f54,7.0,9.0,7.0
f305e3d0e2882f232edef802c677bca9,29.0,18.0,8.0
397f976530a796ac78860d10078315f3,7.9,4.9,22.1
836bf0d67051316d8c3aca1d525e855f,26.0,15.0,35.0
cdd13fedf31da3441d6e6fc6e9556c18,14.0,6.0,9.0
24b9a97916ec9ff5435b3d0584e24fa5,6.0,6.0,24.0
1a7deb4a3fd252d250cdf67ee59d6e63,56.1,12.7,39.1
bc3e6097cb46d1335ad73abd4296127b,38.0,26.0,24.0
570487206eda3e4cc22c896d3d7df75d,25.0,5.0,20.0
c799801257c181ccad88e2c5bf456df2,10.0,15.0,10.0
8b8822df010acdcca04cbb79fb26f387,45.0,10.0,10.0
19c40ddae1fc655dbbfb2f83ce3b080e,45.0,10.0,10.0
7e3e20a4cba23b21c13382b59864bd33,16.0,16.0,16.0
b1aa743316249ff4263fc0684c0cfa02,42.0,8.0,5.0
4d8e0bdc0557078f50816539322d9644,7.8,7.9,16.9
d1dc930f075715157e7d8eeb2d349a43,12.1,4.1,21.5
8611df606d799fd29a4a573c5e5c6c6f,15.5,11.0,11.0
5d4a07258b60c0c65e1d610faff39b13,30.0,10.0,20.0
4c7da749c04193436d69c981e8f728d8,8.0,24.1,7.7
47de74650b1a05a49ccad4705e7c8e38,15.0,20.0,15.0
bb295d8e6261ef3baddf9c9ba89163b3,20.09,5.12,15.12
ea25ee04be8d51bad88ed0a073e89dfd,7.5,0.4,4.5
6775e5a2a3d9a5a7f752663e0b344215,20.0,1.5,20.0
f3a09ee041205af07ae1ae0fcebceb29,20.0,1.5,20.0
ff288f97436f096dae5975f6011c1fed,38.0,2.0,28.0
81913cd6160a0602b361f7e86b049831,23.0,9.0,19.0
923281530129ce5de519eab8879b5b21,19.2,10.3,15.9
f14c8651c0e251c4f77a4716e12505d8,16.5,3.4,9.0
824a75099ee7c3a318cc3d89dd235093,24.6,8.1,26.0
32eed999b9343b04ac1385c61f9f2953,10.0,25.0,20.0
059fb71aa21a83d6809abd07ac7d6c5c,8.9,6.1,8.6
1f6cdfa39da8353eae9b568736aa2cf1,3.0,16.0,4.0
7e2bd43a22fcc1e1453b1c50dab5ca65,9.0,12.0,5.0
98ea84b6fdc8005be2eb9bcb2acb6d1a,31.0,11.0,14.0
dbd69728307a48ef25e4a12a2643f37c,32.0,11.0,15.0
a1a258859e791251fc0a55182cbc2dc4,32.0,11.0,15.0
eb06bbaa6294f2e126726605e2fddd95,18.0,3.8,11.5
147bdb82573091ad154af39ee15b14ea,38.0,5.0,45.0
9b79fb9253969346a28f12887b4107e4,28.7,19.1,8.7
d4e4bd5a35781df118529a874c3d6fdb,39.0,7.0,20.0
e5a51d39d336d85435f09a91787ff001,14.0,17.0,28.0
2b3fe48359be861de3030b311f7a5c69,32.6,3.7,23.6
59b3b59bc29eead9db0fc205248b171d,19.0,1.0,16.0
c881888ab6125974ae10e5003788716b,12.0,14.0,12.0
98965b909652638d32cb319bb39ccb70,36.0,11.0,19.0
39ba1794fb0c677437e05d44c699600a,70.0,12.0,39.0
3822437ddbf508c45c860a0b9e01f6e6,19.4,4.1,12.7
f7be3ebef372c7018a8761fa217811d4,8.0,4.0,8.0
da0c813c3977861af69707c6f19abf2b,19.4,4.1,12.7
5c39f3193f55daf98658e679346e8c62,5.5,15.3,7.0
ab4ff4ed7c15cf015a1d73fb6b18d249,4.0,18.0,5.0
3ccff89bbacd536fcb26c4f1aa276965,20.1,1.3,31.4
22c9982e6308be39baff2d4ce0f41d08,5.2,2.8,75.8
c43ef4e67320d859e0879279b4a014e5,26.0,8.0,27.0
4ea540c748d06d7c2218795c95f17a12,8.0,3.5,9.0
446198824439fb025361dfcf5a28e34d,23.0,13.0,14.0
82a62639158ef8b01eed8a4b799603e9,16.0,3.0,11.0
d3ad30464d65c25ec1dd9b05494e76c0,30.3,2.0,21.6
fb4aaf4978ef281b7146b20c560bd05b,30.0,5.0,10.0
fc7f7e6f434f2f78b30f09f7da2198f0,9.0,1.2,7.0
a9e8707e1c3f90d55fda1f3d4e1e277c,13.0,3.0,23.0
65036124c2f097f8325af993527954bf,8.0,10.0,25.0
9223cfbd4f35e8e37e837c5286a08c78,7.0,20.0,6.0
22ccab866b11e2b0e6e7e6b81cb32a68,26.0,9.0,12.0
4e304d6c6de291ee94aa88d78cc94463,6.2,2.3,11.3
ebfe6b629dbd7da35e3e9d26478db6d2,27.0,5.0,20.0
69df7357c35b01bb1448e5650bb10c13,11.0,8.0,3.0
db643a6bf3b2855962d351ba89b8dee8,26.0,4.0,36.0
43b62322e3e954ea96615b04666d34db,33.0,6.1,5.5
2b4ebe603753e78c099c00e26acfe31c,4.5,12.0,4.5
bcd031548e11c47dcee1ca294e4f97ed,7.5,6.3,7.5
0c2ed82180f492f8e01945736a3a115b,7.5,6.3,7.5
1119bcb52b0d7b7031ebfb68c49f4a1b,28.0,5.0,14.0
7a2f70d3423f982bd1ae0c0195a98812,8.0,6.0,8.0
80107587528fa4a236ab0fe65a5df604,16.3,6.3,10.0
dce20e5dc3e3f7aecf9bc3e0fe1fa343,2.0,10.0,2.0
fc2a5023445477e49c1a512ae9140ede,10.05,16.35,6.3
c3aad570112eb5a87197df171ae5c3db,12.5,2.5,2.5
53c78abad3da4dc2ef2bba69088873ca,6.3,16.3,10.0
56309caf5043166e6fea77d10054f64a,7.0,17.0,10.0
11eef190947e3a9b20224c88790ee6ea,2.0,10.87,2.0
e1f88e7a10b79775025eca7fca276c4c,2.0,10.87,2.0
de91dc43722f10699e3804ff9d97898c,13.4,4.7,4.7
f802d81cbdbe58cf3cf920c2ecfcaf70,17.0,7.0,7.0
d08a0fcf61b1ac2fe9ec540be0284acf,7.3,17.0,8.3
b2424234f65bcc3def9aeb10289efe56,18.4,1.2,23.1
e078e7c6dc14c6ba586fed7015a391df,42.0,5.0,7.5
025e2b178a47c11dd7a27066240fcd87,34.4,18.5,25.5
5bf3ed6af131d329bca21ed1024d9d3f,26.6,4.4,19.9
0ee37427981d5fc919dec1bdd51af9cd,16.0,8.0,12.0
d3a24b142564fb9182ff3c428f3b0e34,37.3,5.5,9.1
5c6c18546d6eb80d86e16534d3ae524e,25.0,10.0,17.0
ddaeb0fd6e6cb60cc86d4f7ac4b937e9,15.0,40.0,30.0
3351fe5ada21e29cefaa589d493b1c4b,40.0,3.0,30.0
933c8e84d16b0b6ae2a6dc9642d22277,19.8,2.5,20.1
fa836547201d2314a9f25033e863c521,19.8,2.6,20.1
f6a6789011a2f14c24c48dcba56548a5,15.0,1.0,10.0
4070271097b55d0aa045e670d46d2bc3,8.8,30.6,9.0
3a90a1da01e693af8b99333541fbabde,7.0,26.0,7.0
12ef0a6b61e3469a04a5f246aa584b53,6.0,26.0,6.0
6d0953a700a1268dc54979d3676620fa,8.0,21.0,8.0
b2721ba57b91a3e28409d071da5f0f96,6.8,26.2,6.9
cd9e38e068ce15bdd762e865083c9842,8.8,30.6,9.0
681792bdc3a8d1eade531355930b8065,7.5,30.0,7.5
e41ef5c1701dbb842342e460acee7ae2,6.8,26.2,6.9
dd72faf0b81c0d27c01e89e27f0def2e,8.0,21.1,8.4
48b047ca6f09aa553f218c90f1c7c296,8.0,25.0,4.0
bd6c1d499547bd15e44b5b6eb5712964,22.0,9.0,16.0
cef804f908617bd72d849a0d43a4e729,15.0,4.0,7.0
bc05eac09fdfcfc3bcfaf0f3760c6964,27.2,12.1,59.6
a4befd2e9ed8c1fbc454ecc351b9f982,33.1,7.4,27.1
c51e0daef5e9af56b394a2feb604e7ab,35.0,11.0,33.0
3df569519d93b9cbc61c5eec9e76b51e,23.0,15.0,8.0
1216b38455240dd0cebcb480c80de508,23.0,15.0,8.0
735833b523531a53661c3608a16c5a9b,5.0,17.0,5.0
99acbef343bb2754bb47dda79f3b60d4,15.0,6.0,22.0
ffa1d95582a7706ec36c2a487d1f96ff,4.0,14.0,21.0
d42f12f15e453e3b6efbcd1577b89145,11.5,16.8,14.2
93e01aa391a07ea1683d69aeb30391e4,19.0,10.0,12.5
924628e68d83d3194977464a438a4698,23.1,29.2,9.6
2de0e5c3e81f18d1b857054a8b93c3af,8.0,5.0,8.0
42e2c92488f9c0d9bfdc144e9c639f4c,26.5,3.5,21.0
d70daef7fd6eac576316f9cf8f67f920,16.0,0.8,12.5
e9ab670681a18e992db337bc76af6e9b,25.0,40.0,15.0
8d7f3ad343e8ae25af01594e686d5f6d,33.0,1.0,22.0
71f77534126634e1916721d5f229dfb1,1.0,9.0,9.0
feeb455d6d7e816947c9a9d550955471,17.0,6.0,11.0
ec9ba86a2a05a0a98d063076c1fa1959,16.0,4.0,6.0
66f2980ba243f3cd1d7c11e03e8375f7,18.0,7.0,11.0
c0b0258d00876c41b29d684c1e1b70d8,8.0,20.0,8.0
a1d69cabe555c26b293d307e96b04d2d,6.0,29.0,6.0
4cb7542b5e3684375ea5a9a26a38eb68,5.2,10.0,19.5
f3189985738cec7fe9fc5c7469de78d3,16.0,24.0,8.0
39b709f1a4ad3631cfd7f13a083477f2,14.0,23.0,8.0
990e0877c2350c3f573a8f59bf3b9b98,5.0,25.0,16.0
339d7c11404e27c491b0b55e7eee6bb5,14.0,23.0,8.0
b760e5ac949b99ddac67e9cab0a8d55f,39.5,7.9,60.0
0b2705ec2076a034479c0858f714400b,40.0,4.0,4.0
21b1924a4b3fe7447c1802c9aee325ae,28.5,12.5,12.5
b54295cafe55965b05373d241ae729fb,26.0,8.0,26.0
00c81fb4f6ccfcf68bcd5661338e551e,12.5,2.0,12.5
7bca523943ae51caf7cec79ab2748de1,6.0,30.0,9.0
a1871a6f824bf53bf5c0390dd2ce197b,15.0,6.8,1.7
36e461931de06e44b8d0e78dabe6fe1a,4.3,10.3,21.0
5b0df0f58bbec8f3e4a71a95ba9844c8,8.4,18.5,5.2
5b70e4fb87b7a649c4e231fc32868174,17.0,25.0,19.0
9b932668f40ecfb1fc0fb0dde4950a73,10.0,2.0,17.0
1c6290f4c108487e49336e736cd9e500,12.0,2.0,10.0
ca2557d562a6a48370e8cdb0ae9d6d50,13.0,4.0,21.0
fb569f1c3dd85469b4bb273acf86a8cb,13.0,21.0,5.0
fc8840bfabfb11f2f5f1c630cd1ebb5b,18.0,18.0,0.5
691ad36c9542a3cfd40de54a1419194b,18.1,2.1,13.0
1b42b1cabf95a56b3dc945bf49b5ecf0,13.5,4.4,17.3
abe8589f69950ec63df8ad8f3e23cd34,38.0,2.0,28.0
988e271cca4bf42c6c51c5bef632a9cb,29.5,9.0,8.3
a5ec4dc17482220322e22cba80085755,14.0,17.0,4.0
41d306094cb4b9e800e1e65a6bbdc136,2.0,7.0,2.0
d3a66d7e1c8b01f807f6c2e1f8808a42,2.0,7.0,2.0
97490c07542c60f5ea1f2a1db5d95410,2.0,7.0,2.0
90b68b33abce1fbda4b6b1699b3f8d1b,2.0,7.0,2.0
e72579b1ea2e2fc7d8909a14bde3f206,2.0,7.0,2.0
ebc48a7aeebb6c49d16839948e3c77ad,12.6,1.0,11.0
ca232d9de1e584778a8c87b8170f5cf0,20.5,26.5,16.5
8bc26d18a91766a9a7323355db21fe68,29.5,10.5,18.5
82184775a302ce2dfe15bff78dc85650,17.0,7.0,10.0
1ebd794eb10bc2ebf08154a115f01fa7,13.0,8.0,13.0
58cc7b1b687d4d7c9ba504f7e2e4ea8d,36.0,2.8,28.0
73cabf0fff7abc24acf7487732e5ebf3,42.0,8.5,31.8
6068c9ede2598f3474489ce92fa84ad4,5.0,10.0,5.0
348ab700346e860f33df603d62d8520a,10.0,7.6,3.0
18a87fd1f4f89a827ae322dba2025ad0,23.0,9.0,19.0
041bfd6717905114eee074c7741273eb,16.0,6.0,11.0
7e154bab6bbd504e29a99c48824cf5b6,8.0,7.0,13.0
d98f8f73047c11b3f887e5aa60a9fcef,10.0,2.0,5.0
daa40c20f64d75b787d66defb8e40b89,27.0,8.0,8.0
a87f64a16072eac34f476173e23537ca,14.0,34.0,14.0
237c66f61294693d1fc07ac25c94e370,14.0,34.0,14.0
b9a05001c6d4d4c94282c88462837ab5,12.5,23.5,12.5
9d1c4a1bc170915e6a427c51a1249710,12.0,8.0,21.0
d732cf73afe5841d879f135c729d46dd,10.6,23.3,19.7
dfac717b3dd34e2ed07937630777bc18,13.0,4.0,19.0
f4c664c7a0ebe3acb24d2385be7c6de8,11.0,8.0,10.0
561dab720d489153cff6fe3448300be5,13.0,6.0,19.0
4c3d3c7f9708bbe18619617a91b2b241,19.6,3.4,20.2
78ee275f89bf20ec5e4618b4f14cbba8,20.0,10.0,10.0
4842abdf91d6bf7803934de980b12e1b,20.0,10.0,10.0
0ba09c002f42c4561981432b60cbf50a,19.0,5.0,10.0
c7c68d847ad11c433bc755b454c11d34,8.0,22.0,5.0
db08df1958ec680125770d9aa4886b21,15.0,5.0,17.0
1bac2ee13483cafcfcc0cb012693a275,11.0,3.0,11.0
8f4282daa1ea134e1d993c7abfbc07b4,25.3,9.6,35.5
d18e96d5ae492feda49ce338aca3247f,6.0,9.0,1.0
93625562269cee9375079b6d88ccdf30,6.0,9.0,1.0
1822487b687b84d0c2c3985846716191,6.0,9.0,1.0
9416c5feeaf80ea24b989bd0605ba7a8,4.9,20.5,7.5
46100d84b17910bce12f565f46cad2bb,13.0,3.5,11.0
83ba9d47a40621f0e9e3ef20d27c598e,7.2,9.3,7.3
5e74735ebc49d39d2b6a726816112908,12.0,4.0,4.0
c248feeb9d448f8c9253e4a72215137c,15.0,5.0,10.0
1852d94cfd553737931671ea7e7eba0f,40.0,10.0,17.0
d0847aee12d73e0f6a70d07344798700,33.0,14.0,7.0
7dd912ed3e2e9b1e12fcac2cd3139139,5.0,4.0,17.0
02c819cd3b2d595c28b212b2ac86df7f,17.0,4.0,6.0
f7b552b72ed6cb511d80d4bbe477db3e,5.0,2.0,10.0
99ee0631d1e5011aaca343542cb10eaf,60.6,18.7,19.9
0c9a5aa1fffa803dca3251be94a56464,79.0,12.0,52.0
971cac138eff52acc490240b24eae283,17.2,24.9,4.3
e4a19058347d06db789397f0dfc86b18,5.6,3.4,8.5
197a7d28a1db27501782a1b912bd6901,18.0,20.0,10.0
f66f482bb1bf8bda32a49940fa048b31,20.0,26.0,4.0
9a65c69e99ec1bacdfc99a864f654309,14.6,4.4,56.9
025730caad1e143df5386b53f75ac6e0,4.2,12.9,4.0
9f7d51e34f5e88bb6b718b3c114579f5,5.0,19.0,6.0
12870fd48ed61803a18756d49fc56c8e,11.0,17.0,11.0
afa41ef877b6541ceebd4dcb781e1b83,11.0,10.0,11.0
71b189dd981802f87fbf9fa0b98921c6,15.0,20.0,4.0
cfc3b22d1f7045a7245db891fd27d13d,11.8,10.0,10.5
9b4a161acdb68e02b47e67244788e22e,10.0,15.0,9.0
8d838cefa63630a3de2650c20a41101d,15.0,5.0,15.0
fad562d49e999d1b1c55fab92af140d0,10.0,5.0,5.0
7f5a667fe4e1613b8f857528368a1d90,2.6,4.0,7.5
658eae0909691464a634d85c92c6caeb,18.0,25.0,10.0
11ac9e4379a5bfe9951eb47ef7b40d94,20.0,8.3,8.5
fb5a99c04fc771f3425f64f5bd5a04c6,19.0,30.0,5.0
859938c7b164d6bb6fd6f5dd6388310f,18.0,30.0,4.5
67a5126f1839ce6e9b71258a63a3c68d,18.0,22.0,4.5
f3a4db03493cc13a5728840c127b3c0d,12.0,33.0,4.0
02a05e7e060355cb96da3d322dc0bf0e,20.0,2.0,14.0
aaacf9fe69d4bfe579eed12e25700e9d,18.0,5.0,18.0
e93f4b8a0901d56a6988f12fbc2b952f,18.0,13.5,5.0
8abb893f3a9cd97736fcd064f60f746b,7.4,1.8,13.5
673c466bbbaaf7076f9e370925fbb5ed,17.0,5.5,17.0
b7fa166bcc5071ca9e2fb72fe8695890,16.0,6.0,11.0
19ab392ccf973f93dd2b8cec97ffb0af,15.0,5.0,11.0
72928c3b59704392705dabb7a2b757bc,10.0,3.0,20.0
96b5b9c0c605f08bb03e87f4ef49c4f0,40.0,5.0,30.0
2423405e7f6e3fcdebce54d7956fecd1,21.0,28.0,1.0
c0cddd080a62f010b2850aa9079cf2ca,21.1,1.5,16.2
5a8a281523c63424f43a87fe93256679,29.7,2.0,21.0
f8bbd784fbab5ac0a730305cbc936272,22.0,1.0,29.0
9ee644ac06d9ec5818994f91c153dcab,12.0,2.0,5.0
db471f473375cde2d8af0ac06af29d0e,17.1,1.1,12.9
9ceb64dbcc1a0d4f96a18db64c98fa9e,49.0,64.0,13.0
d14fea61a18350743205d3a57c088931,25.0,13.0,47.0
4af5c7fd3eb56543dc6a05364a6d924d,31.5,21.5,22.0
ee4b52962f1a5b124d137f3ffeee1856,9.5,1.0,5.0
790817d8260557c6f4675a44f5eed33c,30.0,3.0,3.0
4df8ecf2866d39c32302d8037f03203c,25.0,4.0,4.0
018c89fc0a708c0865848be17ff624cc,75.0,8.0,40.0
2d42523f1341275616d54888e6fdb83e,20.0,20.0,20.0
521e9b3326e3f44cc25b84e8305ab7d3,24.0,2.0,17.0
af358475538464df82c6b99a36abbb31,63.0,47.0,41.0
b85ca3d8a1296c74c78060fca3a1c33f,20.0,20.0,11.0
ed33af11e3276fc792f8377bb05f4c73,28.0,4.0,4.0
0009b289cb39e072f5c7c31931d5fba1,9.0,2.5,2.5
afebcff2bc0ec49b0ce8eecf8de88cbe,26.0,3.5,16.0
502e94262a4b4f3c14360eb64458d75c,26.0,3.5,16.0
2e34bc8c4e1adcb6d311263dd94dcfd8,10.0,6.0,10.0
a7bdeed9d4e25e3bbeb539da22202129,5.0,15.8,20.8
31bba6fcfdd9f9563d094817f57ec341,17.0,3.0,12.0
33c3c4a1a5a02c82df8f226d1456ea2a,20.0,20.0,20.0
ac7b25604fd655419232c8a7db5b1872,25.5,7.5,17.0
d30b091b4690dd2270d3510c59b3a4d2,20.0,19.0,10.0
ea4b575fa8c3216c5c7a7da22fd27300,9.0,8.7,9.0
1819ee6010f4acbd9355039536c86d32,16.6,7.7,51.1
bd380c85c27b2ff19886e7aad6b93fa2,10.0,10.0,11.0
6a12b0e0a901810c207aebf9e397c921,31.0,31.0,63.0
d81dc2c0cf53225d1da637b10f0e5e4c,19.0,10.5,19.0
297079dc775b6a71289da6a63d592e2a,21.0,24.0,23.0
2376763110cde8c6ddd72a9974f636db,30.0,60.0,30.0
accd32fb698151accb51f91cb366e81f,22.0,4.0,16.0
f30e69cca1e9d21e919743ebe92db49a,30.0,30.0,3.0
ba59e6a5a97b64ee632b850f72a5c543,30.0,30.0,3.0
c81416b69d57a36b4add59695a727793,29.0,10.0,19.0
23cec77284f97090a49253b35ed55f64,7.1,17.5,7.8
953db6f1dbf5e71c95e943637b6146b7,16.0,4.0,16.0
89ba7d42f027b43d6ea949aa96aab66a,7.7,21.8,6.8
b17e1328c39e9408ee6eed933fad6de3,4.6,4.1,16.6
27a5c4fd1ed3f0e48a55f6a34f22741b,17.0,22.0,1.5
b35e4b6937ea76d8a4e35838dc720c56,94.0,7.0,64.0
186039443b3606be9b27f1ea1a3b5ea5,12.0,2.0,12.0
400fc76eff99afccaeace9aeb5718a82,17.0,8.0,22.0
a018a9e1f98b161a6dfef5bae911f3ee,7.0,13.0,7.0
03dc2b702110108a3b3288a67898f6e5,10.8,4.6,10.7
48b0d249639a75e86d277f8b9f74492e,5.0,20.0,5.0
e001f661416875a2e27d3142504c8200,19.0,18.0,20.0
496fed139386acf89b04c1c580b7dbd0,38.4,36.7,15.5
7499bbc34f117d85eca8eee103415ed3,38.0,11.0,21.0
3e5ffeccb593da254740b1cf9b8e6b47,44.0,4.0,22.0
68d9cf72c4b06671644e3c3661b8b626,10.0,6.0,10.0
