id,sku,a,b,c
774,d0360f833f023c4b30931bb64cc63c74,8.0,6.0,6.0
775,c7495a255ae22d78a0ed9940af67a418,7.0,9.0,7.0
776,f5e71cbbc58b27b3c0f8b874844e1806,13.0,3.0,4.0
777,0a4518e0dd29b2b5fde4f174a7f223e9,5.0,8.0,15.0
778,41dfad0ed8d1b47fc1dcd615d4f3731a,10.0,10.0,10.0
779,b73664e700ba060f920850d438e7fc29,9.0,8.8,9.2
780,9d47c14400795ebbe33fb2e5b3834a11,10.0,10.0,10.0
781,8864e02504c48986eea4cc6ce937db9b,10.0,15.0,12.0
782,075904c8a5a1827a793069b7ddcb74e4,5.0,23.0,7.0
783,d82739416509b636d30bb861cb1c112b,9.0,6.0,6.0
784,edcbebd6ff3b8034d6b856af5adba12e,14.0,11.0,11.0
785,b3e01080766db30627c189313ebd4a68,10.0,13.0,5.0
786,4aa0f038e15dd93f8004908d4979740f,20.0,15.0,20.0
787,035a300551705d364969863dcf21c946,6.0,10.0,6.0
788,dd2a523083c56146d951c64bc7d43397,14.0,14.0,14.0
789,24580c502a3257a9dc9ffe111609d58c,11.0,1.0,5.0
790,1b231a680d32dc701772b473c8a30f8d,6.0,6.0,9.0
791,400922ec03bfdba04e7348f085253299,30.0,8.0,22.0
792,52db94e21afdc523ab731211a3a07cc4,25.0,45.0,10.0
793,968668d27b3012cb71ada8aa9dbc6f7e,11.0,29.0,9.0
794,4ff37864f67e48bed1147c58c7a7a509,42.0,26.0,32.0
795,ceb82b512c1b0a3786eda83866903833,14.0,33.0,13.0
796,1a429080718b8f77099c6899fa12e59a,37.0,19.0,35.0
797,fbc98ec47ee49bb6e7b92d661dcbb02b,10.0,34.0,26.0
798,e809b43b79587d0e4028a9f76ca228d2,10.0,2.0,15.0
799,c4391d451716cad7eb7d725a96e5b793,5.0,5.0,7.0
800,bae19d5542f38d3f5d4ea16a16a14f44,33.0,10.0,28.0
801,24d03ae0a878c15a7c5cca383fba2c9d,18.0,18.0,10.0
802,f77ac88b10edf61324211d4008880230,6.0,6.0,7.0
803,c8bd62909be152cbd84fd91f60c4fc59,7.0,8.0,4.0
804,31794545f46ad0ff0e1ef39187b0a2b3,20.0,15.0,20.0
805,2a775142270a38a61d52330d51ab464e,27.0,9.0,26.0
806,c50ceb8d2324228f954f39cd2a59c00a,39.0,11.0,30.0
807,0b89c9888840e14561c2ab7cfd161ef7,8.0,21.0,6.0
808,3576f6c2b4f6751e91e387347f0e2e27,23.0,15.0,16.0
809,f502b43cf13a04523c66daf2685ca2fb,6.0,4.0,15.0
810,1da3552ca8d4c3eb1bebe6cc7862617f,15.9,4.9,16.7
811,fd836f86aafa7bd27fe4c03299451b08,9.0,5.0,18.0
812,e2b51f31f4dcc245d9623c849e17047b,12.0,6.0,17.0
813,4589e6b43d6d0e6250693c8851cec8ff,4.0,6.0,11.0
814,b52cf08b103d98515a585f8b0b8b0400,57.1,6.2,39.4
815,335b833e0a282a6fd1314968cba3a3b0,50.0,60.0,14.0
816,3dde6d21eabbbc427cffed915f7317d4,10.0,23.0,10.0
817,3117fe0836829d7bfcc750f85f53861f,41.0,31.0,31.0
818,ec884448576547bdd2c86c0269bd4e6e,5.0,7.0,5.0
819,c05358e9fcca6799cc478974f21e5032,7.0,12.0,7.0
820,d02bd1ec754d9c03cbc45caaf7dae2e2,7.0,21.0,15.0
821,a6e06611738770ead5a4e99810d9e521,11.6,18.9,15.8
822,4a4540c01c45ea5c52d6c18c01bdc62a,27.0,23.0,15.0
823,99f452aa066165f3a334f39e045bc674,27.0,21.0,56.0
824,1b751e8cebefb543bd2537a34caa3cae,7.0,9.0,4.0
825,b51d44489e97793edadf5fc270b02da9,12.0,6.0,22.0
826,b3555501f34471701605709e30cf1ca6,6.0,21.0,6.0
827,abffae690bce7c9bb6c026a35c077c76,22.0,9.0,15.0
828,dade0d53cd55de32187ce4f53d240147,13.0,19.0,3.0
829,a8b8c0ad2d20639b70b3ac660c8994d6,13.0,3.0,7.0
830,fd9a36551cbe5ec77239b7303c91a4fa,20.0,5.0,15.0
831,e519aa5ed78e13468925e7fe69e9bd96,6.0,15.0,9.0
832,5b986ed002e95d7c3981006831390bb1,11.0,19.0,6.0
833,ff0259e998df5c65dabae4f8826f69d8,15.0,11.0,20.0
834,b508503ef95c92469e2dea425690cef6,43.0,31.0,31.0
835,fe216c540b5b308d934d38f1348a95e3,20.0,15.0,20.0
836,1e6b2175755d5e766ae9d39a5c39d0b6,4.0,24.0,28.0
837,524acf986b09e2666fdcff8bb4529121,10.0,6.0,17.0
838,dc7fc2ba6afdac44a503be38cde93976,10.8,5.9,18.6
839,1ad65ae18b3e417cbf0ee7c54faf4a5e,16.0,33.0,14.0
840,20cc800004d06b6a95820dfd97a689b1,32.0,10.0,29.0
841,c24a776504135d82fd69b5dbb1d8e8a7,9.0,30.0,17.0
842,ee003ea61625178c63c0058b34bf18e9,16.0,17.0,16.0
843,6882b15bc51e63355b6e285c4f69dde9,9.0,29.2,18.9
844,a528b1cbe8e957824c115a1d92277706,33.0,13.0,15.0
845,da1f0a84f76c669fd93f74eab67759d8,15.0,57.0,11.0
846,841944ebb5aadebf49d6d904e182f401,6.0,12.0,5.0
847,daf27a51f511b9839279691fa2238858,20.0,20.0,20.0
848,f9348535e55d70c7a7a43e119882273d,53.0,8.0,26.0
849,fd3f748b95f069765c9bddfb448dfa83,56.9,12.7,39.4
850,6d9392fc4d78aadd7b23aeef3b2bb4eb,10.0,30.0,40.0
851,c4b78aeb3f0e244777e39bb1576541e1,11.0,13.0,12.0
852,d67c8f62a8687b8b75f83974a66ee94f,15.0,8.0,15.0
853,714b3ed62d97eede0cc41c66f62c0178,6.0,6.0,6.0
854,c2ef13ef96807c07297172db474e6653,4.0,4.0,17.0
855,47a91daf87ac78b6e0f479bc5de10e0e,14.0,17.0,7.0
856,83d9392f9c0608940f73eb11a1dccf27,10.0,10.0,10.0
857,526a3c40ceab11a82a89c54e63168836,3.0,20.0,6.0
858,962864c6fe6134cb3f9c89984d64f7c2,7.0,6.0,7.0
859,ab6efe149e95e067a6ee77494809eb43,15.0,36.0,34.0
860,9073f153e668c7a98f7b3a5b164a03e6,9.4,7.6,18.4
861,93c23d808a2e6cc7850ed8f2a9667a54,9.0,4.0,19.0
862,79d11538ed9175febdaedd400f8b0395,5.0,6.0,7.0
863,102b99fdb8f00176795680513c1513b5,16.0,5.0,13.0
864,261828eda9c5b3bf61e9a12b592f0de0,8.0,15.0,7.0
865,115f4b0b24444ba5fec0988873a882f0,42.0,34.0,30.0
866,df6e624ec27f6a4b7895685fbd61a9b7,9.0,3.0,12.0
867,925642afa8d1b7f5a874abbd1b2ee668,21.1,11.4,46.9
868,4a9df86a4ec4c28eb4e50cca5743cd1d,5.0,19.0,12.0
869,161a42a8a199964f647287e8a5d75de7,11.0,1.0,5.0
870,d89354d92135690c394d3b59e0ebf314,7.0,14.0,15.0
871,0d800809b43788dd02832ffa1f550a7f,20.0,40.0,10.0
872,f222791f0e949cbc68a06c9c2cb896fc,37.0,25.0,26.0
873,f501ca9a34dbb75b8dbedb1f1b9480c3,14.0,6.0,6.0
874,10ca7b84daf10086e68d7f862d422fa5,11.0,8.0,17.0
875,6f1b35acf2961ae31c5cd00068f1ddf3,20.0,24.0,5.0
876,cbc74a0c82c3060462a4d4db6abd012e,10.0,6.0,15.0
877,6ad3f02274afc9e4bb7ecc44fe529e77,20.0,15.0,20.0
878,9744fa4e903f50df8725ed890823a128,57.1,6.2,39.4
879,0f298c00ebadaf8496d75c49e9f70837,12.0,17.0,7.0
880,71c7cacda5e67b143cc1d6d433723ba3,10.0,20.0,10.0
881,1c691dd8eb0cea056fb276caaad786ce,15.0,13.0,14.0
882,eb130041f2b7f2f6e7ffaf440e089318,14.0,13.0,14.0
883,412bab9fbc4df86be9eb87f8c3783486,32.0,10.0,22.0
884,aacd58ddc773dfc0b91fd00c453bf7ac,39.0,16.0,7.0
885,55ccbf657e63d776f9f19ea5754ab4d0,10.0,28.0,3.0
886,b0a1f6c489a7432ccf49d1aee1ae7efe,23.0,12.0,19.0
887,c5b565ffae65412277a29c6a68444b36,6.0,9.0,7.0
888,5e3a63c1a9e3583da1589756f273c28b,27.0,30.0,5.0
889,8ebb98a3111d9ff8eb90915e7e59539c,18.0,19.0,17.0
890,405eed1bf26c50d61958ff9c921dd4f5,10.0,10.0,5.0
891,27e22c43e7874103528a026af932b81a,7.5,4.3,16.2
892,cf8ef845f4b220d119f24af58cd611d4,12.0,12.0,12.0
893,b40ca2dd71ad81713feb1d5c008740c3,20.0,15.0,20.0
894,d7e53e3c0092244f0c440bab8cada3a2,35.0,10.0,29.0
895,89211348f149c667437ec654633d71b1,20.2,11.9,40.9
896,40d5f3125973bb40f6c938be1f2c9286,8.0,15.0,2.0
897,5700c0a0d54cc6263875f4bd2717c248,6.0,8.0,7.0
898,026a978d534d0dcd99cfd0dc7c604a38,37.0,29.0,33.0
899,3c558638d9a9c91ceb40119c0b478106,7.0,13.0,3.0
900,e38ef2d07a62b0338c419f8fead011d3,19.0,21.0,7.0
901,44faae16da105dda7fa9ca050c5c1b94,33.0,28.0,28.0
902,af8ffeb75b5bbc648ac8f2d348800453,6.0,8.0,6.0
903,2b780ff1e02c4680e8dd50ba392c493c,23.0,9.0,28.0
904,7dbeab9509ad37d39747618cc9f50197,12.6,6.3,15.2
905,b43654044678bd7f1de5df9688de7860,8.0,15.0,4.0
906,d4b92394cc5f8871006d5155bbc1b117,8.0,5.0,6.0
907,7054dc781258d2699e77e3986d237a46,5.0,24.0,6.0
908,aa844d4cb44fc952695ec8fd52cd90dc,14.0,41.0,26.0
909,aae03082e8ac7ec31c8f235bffb24cdd,9.0,6.0,17.0
910,6b89607574a41e32afa2e2dce6154793,13.0,22.0,4.0
911,55174af8c98bd7d30488b30142eca94d,18.0,23.0,7.0
912,dd6c5261bc95604ae6509c996dce9cab,55.0,8.0,37.0
913,cf976fe38147d0a4c0327b4c1bdb3402,13.1,10.7,25.1
914,2364c0b92212457fff49ae9ad3d638be,17.0,5.0,8.0
915,52b7dbf4dc6118c0dbe8b639582316b0,12.0,23.0,6.0
916,b000dd7a41d224d9ca4e44cae01a9afa,41.0,25.0,19.0
917,71c2e604611061f17b2efb2bb9840a6b,43.0,15.0,27.0
918,a65bcfcbafddc9f4d0d8747d4e267769,3.5,2.9,18.7
919,91a9d2c738245049b88104b1040af34f,31.0,6.0,11.0
920,1a51aed2f488323d79a83968dc259b0c,18.0,10.0,6.0
921,ea4d799d682637cc78234300c9bf8d3a,6.0,18.0,10.0
922,11ff17022559da5c851f5589aed9b469,6.0,18.0,10.0
923,622783ab49d3acaa29268e0f6bfda39d,13.0,3.0,10.0
924,7ec80dc5c4d02b19dc4df72a7023a1ff,4.0,15.0,7.0
925,16b7402dabd00f12c38d26e0024ee0f7,10.0,28.0,4.0
926,d90308ebcf3048041ed69dfe2bbb56b7,11.0,11.0,10.0
927,2d5cbb77a0edc98e1d3faf7550e046d7,11.0,30.0,6.0
928,1291218acf619305e774547872e97111,4.0,6.0,11.0
929,bf2c593c454b992e1303ee75db6bb6fd,15.0,15.0,21.0
930,0b9671c559b5a3b70e7c1f5480b5c3d4,9.0,15.0,15.0
931,219bbef9abfeb60ae3303ff17b9fe546,10.0,10.0,10.0
932,5751f6e9f5138bfe7e90f78aeaaaea1d,6.0,5.0,11.0
933,1b0a240912b138b42de9402a5c3e5f43,16.0,4.0,11.0
934,d6ade6064841704f10f55bf091e97ddb,37.3,9.6,35.2
935,b6060d63b04eb136ca9f75c75ac450b7,25.0,36.0,46.0
936,d3caadf00dd84e6f8defc5785589bb77,13.0,6.0,17.0
937,ccb249233304fa01ab6ac7a6472783e3,43.0,11.0,23.0
938,0e42ebe00ae0f38de94df9eee456540e,6.0,17.0,4.0
939,8c115ef1e7754f77846bdc0939e747d9,11.0,15.0,11.0
940,db4a44f4927a3b7feebe3378f6451873,13.0,3.0,4.0
941,e0ca3a783e9d43a730c98a87e743b630,46.0,75.0,46.0
942,8dd5229e8d2c3eb69d4346f0fd5afebb,36.0,54.0,42.0
943,748a2f8ba1874cf3095a6e653cac4a0d,7.0,16.0,4.0
944,f0996634c8ce732bfe6fca9d47428ab0,9.0,15.0,11.0
945,22d35dc415d2a0bdadb1f16d2dccde2e,11.0,3.0,5.0
946,1f7476bd593f11143c90e64550d7a97c,5.0,19.0,12.0
947,750f543c51f1b551b153a3c7ef8ce902,15.0,10.0,10.0
948,82922716d63f88ff25aa9b9a101782d2,6.0,6.0,6.0
949,c98080d7dc4d83281ea2394ba8c14089,11.0,1.0,5.0
950,561a147a0204a264505b7eee2f84aedb,12.0,22.0,7.0
951,35670eb68b20cb3d015a683b30ecf0a1,9.0,20.0,5.0
952,21dc88bf7b32b8b54d1eaa1c737b0b10,44.0,18.0,20.0
953,5f475bbd5afe3f6df6dcf4b8b6cd5e55,15.0,5.0,10.0
954,f5b916b956c73aadf8bb6581dd635f15,38.0,8.0,29.0
955,a8cb5c38f8ff6540a35aeb0374550e9b,6.0,13.0,12.0
956,eb41fb50bdece0ee12b45ba08dc9b087,21.0,19.0,12.0
957,02b99ae254979911a979ab288270cbc3,6.0,15.0,4.0
958,88bf10bd8dd38df345af1054115e4e51,8.0,15.0,4.0
959,56f2e5437ea344d9dc486be1973801bb,11.0,11.0,10.0
960,c23dda1c902b2b2be3dbc1bc316b13ec,21.0,8.0,29.0
961,1bcf374ccf9b237474589f43f95d1fbf,6.0,6.0,7.0
962,151d4fadf6e50369bd0798bc31a0f2fd,31.0,41.0,51.0
963,00c6a3a7cb566f49a847e2a269e1fdee,5.0,19.0,12.0
964,a9b7bbcf0eb8351377f92a794554c5fb,20.0,6.0,18.0
965,13fbe34ded2f696408cd924004e9bca5,4.0,14.0,17.0
966,1a1fb8c082acf83e40217c895385e3de,36.0,26.0,45.0
967,238887cf5cf0d084ded2b597af6b1cfd,15.0,19.0,10.0
968,f32bdc5f687afac8c5d0b6fffc13610c,19.0,8.0,20.0
969,3ba374d757dea51ceb8e088fd78d078f,10.0,4.0,18.0
970,7eacdcf6e445e51561fb1ab9e1cc693f,39.0,7.0,15.3
971,b7a704fe8f0271549afa8bdafe9651db,5.0,15.0,20.0
972,4bdecb900cc9c774fa76647b76a48ba5,11.0,12.0,11.0
973,7318d43e16c319f12ce07657c87fc07f,4.0,19.0,14.0
974,4887adc97ad008608abb996ee939da09,6.0,6.0,6.0
975,d03e1fcd8a2fca630a911c9b8d87fbd2,11.0,23.0,13.0
976,fc948e22186fbfc8469284da324c2895,10.0,10.0,19.0
977,0d796d66412a7280e5d692f750535e24,17.0,4.0,4.0
978,e306f90df0647ff39bd9eb4c30dd6a71,5.0,5.0,9.0
979,774d2d7877caa480bcbe5128b97093f1,17.3,5.5,17.5
980,a5fa2d8620870adba18ab359ab7f7868,12.0,12.0,12.0
981,edd35e1fbd20b81f2488652acbec8b60,12.0,17.0,2.0
982,981b8dfa3c3cb48437bb2a13aea4e7a7,8.0,12.0,9.0
983,614f2a44d9b25860d9c8c2e0dda11488,13.0,13.0,13.0
984,b71d076eca1d8db22215f40c6f3fb8f6,22.0,11.0,11.0
985,314dc8705b7dcf6237be31a1670146b7,12.0,14.0,12.0
986,00d0894bf0b2c2c2b00daab914ceb0f8,15.0,2.0,12.0
987,535d90712e745059da1703fee1a294e9,9.0,16.0,1.0
988,6bcb862f5b21fb351c94e0cca2a81c75,34.0,24.0,17.0
989,ba29284c363bd4771c65b16c6f217985,8.0,1.0,15.0
990,9a8fa52c3e69e80b3b4f613ac273208f,15.0,1.0,3.0
991,2904978ed0213e37ed9edde1e33d9c81,44.0,12.0,26.0
992,24c267b8ca816c28f0944d5d67fb41d3,20.0,33.0,11.0
993,84ac7fe4abc39d64b5537bc74c3bf674,43.0,43.0,43.0
994,25710a118b383ee7ee0eaec2e911f405,15.0,5.0,10.0
995,3d4e81525fdf023a9ee2c88fce042fcc,14.0,14.0,7.0
996,be60113611afc6b0cc8cf3a7e7cfb269,5.0,5.0,5.0
997,ad7c6224712e7553395df1a6d96505ea,11.0,16.0,5.0
998,3b52a6304aada76f67628f5bfa1173ee,20.0,15.0,20.0
999,b4c71d5ab9012fb302483664fafcb7a4,100.0,18.0,18.0
1000,af49bf330e2cf16e44f0be1bdfe337bd,11.0,6.0,31.0
